Artist,Track,Year,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Randy Travis,Out Of My Bones,1998,0.522,0.732,3,-5.773,1,0.0277,0.427,0,0.134,0.587,144.962
Mark Morrison,Moan & Groan,1996,0.68,0.394,6,-11.833,0,0.0391,0.114,0.00145,0.0938,0.375,141.504
Davina,Come Over To My Place,2015,0.764,0.314,2,-8.568,1,0.053,0.0522,0.000551,0.0818,0.332,83.969
George Strait,I Just Want To Dance With You,1998,0.715,0.469,0,-8.674,1,0.0279,0.439,8.69E-05,0.104,0.502,113.991
Brooklyn Bounce,Get Ready To Bounce,1997,0.794,0.965,0,-7.133,1,0.0774,0.0197,0.29,0.34,0.652,135.957
Mariah Carey,My All,1997,0.4,0.317,7,-10.249,0,0.0317,0.732,5.03E-05,0.086,0.108,107.845
Xscape,The Arms Of The One Who Loves You,1998,0.657,0.456,0,-8.917,1,0.0345,0.311,0,0.0922,0.182,115.4
Busta Rhymes,Turn It Up [Remix]/Fire It Up,2001,0.817,0.84,2,-8.598,1,0.0922,0.00506,0.00034,0.288,0.89,104.295
Timbaland & Magoo,Clock Strikes,2019,0.787,0.714,6,-8.63,0,0.131,0.0641,0.436,0.273,0.81,165.465
Pearl Jam,Wishlist,1998,0.623,0.342,0,-8.694,1,0.038,0.0134,0.00412,0.106,0.101,115.032
Garbage,Push It,1998,0.564,0.909,0,-6.471,1,0.0311,0.00034,0.11,0.0746,0.892,123.895
Tim McGraw,One Of These Days,2015,0.478,0.267,3,-12.184,1,0.0305,0.88,0.00017,0.197,0.289,71.334
The Kenny Wayne Shepherd Band,Blue On Black,2011,0.472,0.525,7,-16.084,1,0.0407,0.00117,0.0027,0.304,0.524,156.059
Mark Wills,I Do [Cherish You],1998,0.586,0.477,6,-8.136,1,0.0243,0.593,0,0.0935,0.308,82.991
Daze,Superhero,1997,0.567,0.983,5,-5.01,0,0.0427,0.0081,1.21E-05,0.107,0.717,135.041
Terri Clark,Now That I Found You,1998,0.593,0.461,2,-7.549,1,0.0236,0.356,0,0.183,0.27,90.399
Rufus Blaq,Out Of Sight (YO),1998,0.871,0.55,0,-7.878,1,0.307,0.0377,0,0.278,0.719,96.996
Brandy & Monica,The Boy Is Mine,2018,0.693,0.665,1,-7.235,0,0.0421,0.246,0.0001,0.0815,0.683,93.044
Sarah McLachlan,Adia,1997,0.526,0.37,3,-10.535,1,0.025,0.722,0,0.157,0.251,76.002
Usher,My Way,1997,0.815,0.521,5,-8.178,0,0.136,0.0105,0,0.0509,0.887,90.079
Spice Girls,Stop,1997,0.722,0.845,2,-4.446,0,0.0308,0.287,0,0.0561,0.965,130.13
Link,Whatcha Gone Do?,2016,0.765,0.613,11,-7.935,1,0.0319,0.171,2.19E-05,0.163,0.937,93.811
La Bouche,You Won't Forget Me,2003,0.722,0.91,1,-4.135,1,0.032,0.0182,1.17E-06,0.0872,0.687,133.045
John Forte,Ninety Nine [Flash The Message],1998,0.882,0.52,4,-10.899,0,0.315,0.0589,0,0.313,0.447,96.846
Rebekah,Sin So Well,1998,0.727,0.629,6,-5.022,0,0.0331,0.288,0,0.107,0.518,119.663
Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go),1995,0.607,0.396,9,-7.944,1,0.028,0.542,1.01E-06,0.0919,0.191,128.28
Baby Talk,Hooked On A Feeling (Ooga-Chaka),2018,0.613,0.678,8,-7.85,1,0.106,0.542,0,0.0391,0.911,118.629
Nu Flavor,Baby Be There,1997,0.615,0.516,4,-8.31,0,0.0238,0.601,3.33E-05,0.0524,0.329,83.75
Hannah Jones,You Only Have To Say You Love Me,2007,0.737,0.957,2,-6.877,0,0.0421,0.00216,0.000819,0.353,0.961,130.005
Christion,I Wanna Get Next To You,1997,0.652,0.485,0,-9.199,1,0.0275,0.198,0.000171,0.11,0.575,131.876
Sam Salter,There You Are,1997,0.63,0.52,11,-8.162,0,0.0289,0.257,0,0.0577,0.375,137.792
Madonna,Ray Of Light,1998,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172
All Saints,Never Ever,2019,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187
Kelly Price,Friend Of Mine,1998,0.742,0.366,10,-8.346,0,0.0308,0.35,0,0.0707,0.401,109.865
Jennifer Paige,Crush,1998,0.733,0.706,1,-5.652,0,0.0292,0.0262,0,0.0881,0.598,115.04
Ace Of Base,Cruel Summer,1998,0.721,0.842,1,-1.97,0,0.0279,0.013,0.00187,0.076,0.882,109.966
69 Boyz,Woof Woof,2019,0.886,0.807,11,-8.19,1,0.118,0.155,9.73E-06,0.0681,0.617,135.009
Fleetwood Mac,Landslide,1975,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375
Myron,Destiny,1998,0.614,0.419,1,-10.433,1,0.308,0.0226,0,0.0835,0.523,116.056
The Smashing Pumpkins,Ava Adore,1998,0.604,0.844,8,-6.003,1,0.0597,0.000401,0.214,0.0484,0.791,160.318
Ricky Martin,"The Cup Of Life (The Official Song Of The World Cup, France '98)",1998,0.709,0.911,5,-6.945,0,0.0433,0.0387,0.000132,0.391,0.661,126.984
Vince Gill,If You Ever Have Forever In Mind,1998,0.293,0.251,5,-10.808,1,0.0281,0.854,0.000266,0.0963,0.297,182.237
Color Me Badd,Remember When,1998,0.57,0.48,1,-8.611,1,0.0239,0.162,0,0.0795,0.113,106.027
Tori Amos,Spark,1998,0.351,0.738,4,-4.309,0,0.038,0.0797,5.21E-05,0.0829,0.475,138.025
All City,The Actual,1998,0.905,0.809,2,-3.751,1,0.225,0.128,0,0.096,0.74,90.522
Lari White,Stepping Stone,1998,0.639,0.667,7,-6.005,1,0.0272,0.226,0,0.123,0.744,79.181
Tamia,So Into You,1998,0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374
Swirl 360,Hey Now Now,1998,0.501,0.935,8,-5.764,1,0.0418,0.000206,0,0.337,0.622,122.873
Aretha Franklin,Here We Go Again,1998,0.774,0.722,9,-8.56,0,0.168,0.216,0,0.0589,0.793,99.267
Trisha Yearwood,There Goes My Baby,1998,0.67,0.626,0,-5.579,1,0.0236,0.479,0,0.112,0.593,108.84
Monica,The First Night,1998,0.671,0.766,1,-9.218,0,0.0634,0.139,0,0.26,0.906,152.088
Tatyana Ali,Daydreamin',1998,0.882,0.57,1,-7.565,1,0.0832,0.0886,6.54E-06,0.0932,0.815,96.785
Next,I Still Love You,1997,0.578,0.447,9,-10.49,0,0.0682,0.506,0,0.308,0.783,170.775
Jagged Edge,Gotta Be,1997,0.719,0.362,9,-11.547,1,0.0276,0.651,0,0.114,0.58,109.915
Beastie Boys,Intergalactic,1998,0.734,0.864,2,-6.119,1,0.303,0.022,9.94E-06,0.246,0.47,105.933
Monifah,Touch It,1998,0.863,0.476,8,-10.019,0,0.0932,0.0307,0.0515,0.0706,0.783,115.459
Xzibit,What U See Is What U Get,1999,0.724,0.806,1,-6.843,0,0.295,0.0541,0,0.314,0.586,93.863
The Wilkinsons,26 Cents,1998,0.641,0.462,11,-7.99,1,0.0265,0.65,0,0.159,0.317,101.067
Tyrese,Nobody Else,1998,0.697,0.684,7,-5.634,1,0.0897,0.00923,1.50E-05,0.136,0.596,91.882
Athenaeum,What I Didn't Know,1998,0.539,0.93,11,-6.035,1,0.0624,0.0138,0,0.0673,0.584,127.454
4 The Cause,Stand By Me,2017,0.777,0.768,6,-9.845,0,0.0309,0.00324,0.000379,0.326,0.941,94.958
Jesse Powell,I Wasn't With It,1998,0.789,0.612,0,-6.453,1,0.0766,0.0348,0.0187,0.0332,0.887,79.905
Montell Jordan,I Can Do That,2015,0.809,0.452,9,-4.994,1,0.0842,0.0577,0,0.121,0.785,128.79
Fatboy Slim,The Rockafeller Skank,1998,0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596
Inner Circle,Not About Romance,1997,0.697,0.853,2,-4.219,0,0.0386,0.0193,0.000461,0.0717,0.687,97.037
John Michael Montgomery,Cover You In Kisses,1998,0.687,0.559,6,-9.139,1,0.0234,0.0304,0,0.171,0.451,105.951
DMX,Stop Being Greedy,1998,0.689,0.703,10,-5.986,0,0.206,0.00975,0,0.154,0.139,101.492
Aerosmith,I Don't Want To Miss A Thing,1998,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154
Gerald Levert,Thinkin' Bout It,2010,0.734,0.659,1,-5.191,1,0.0711,0.0983,0,0.252,0.388,116.485
Snoop Dogg,Still A G Thang,2005,0.876,0.745,11,-3.149,0,0.257,0.0886,0,0.174,0.582,98.009
Pressha,Splackavellie,1998,0.733,0.674,8,-8.455,0,0.0594,0.0948,0,0.556,0.722,130.107
Fuel,Shimmer,1997,0.479,0.795,4,-6.408,0,0.0421,0.00236,0,0.19,0.432,114.675
Solo,Touch Me,1998,0.796,0.697,7,-8.113,1,0.258,0.34,0,0.136,0.738,93.894
A Tribe Called Quest,Find A Way,1998,0.773,0.581,8,-8.466,1,0.432,0.0352,0,0.485,0.711,94.093
Cypress Hill,Dr. Greenthumb,2014,0.804,0.549,10,-8.779,0,0.286,0.0467,0.102,0.0751,0.15,103.856
Debelah Morgan,Yesterday,1998,0.751,0.648,5,-5.854,0,0.0436,0.0201,5.24E-05,0.268,0.648,128.909
Dixie Chicks,Wide Open Spaces,1998,0.563,0.544,4,-6.102,1,0.0306,0.577,0,0.128,0.602,179.351
Barenaked Ladies,One Week,1998,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
Xscape,My Little Secret,1998,0.814,0.431,8,-9.125,1,0.0936,0.371,0,0.335,0.542,129.957
TQ,Westside,1998,0.685,0.62,4,-6.665,0,0.0406,0.19,0,0.158,0.372,82.52
Madonna,The Power Of Good-Bye,1998,0.534,0.561,5,-11.089,0,0.0409,0.0442,0.678,0.189,0.219,84.978
Will Smith,Just The Two Of Us,1997,0.805,0.638,1,-5.864,1,0.0803,0.141,0,0.322,0.644,94.52
Aaron Hall,All The Places (I Will Kiss You),1998,0.722,0.423,0,-5.711,0,0.0566,0.0161,2.11E-06,0.0603,0.353,136.039
P.M. Dawn,I Had No Right,1998,0.538,0.577,2,-10.265,1,0.029,0.368,3.36E-05,0.104,0.407,165.984
Voices Of Theory,Wherever You Go,1998,0.527,0.461,11,-7.57,1,0.0252,0.687,0,0.187,0.261,107.836
The Smashing Pumpkins,Perfect,1998,0.644,0.912,7,-6.327,1,0.0436,0.00911,0.647,0.449,0.54,114.289
En Vogue,No Fool No More,1999,0.53,0.679,2,-5.987,0,0.0523,0.444,0,0.0728,0.338,76.045
Nastyboy Klick,Lost In Love,1999,0.837,0.388,9,-13.319,0,0.28,0.177,0,0.157,0.489,139.997
Stardust,Music Sounds Better With You,1998,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174
Aaron Tippin,For You I Will,1998,0.652,0.561,1,-7.271,1,0.0247,0.137,0.00309,0.12,0.385,107.747
Depeche Mode,Only When I Lose Myself,1997,0.519,0.718,8,-7.267,0,0.0315,0.0498,0.000215,0.117,0.43,86.882
Travis Tritt,If I Lost You,1998,0.458,0.395,5,-7.313,1,0.0263,0.242,1.16E-06,0.137,0.124,140.011
Lee Ann Womack,A Little Past Little Rock,2004,0.439,0.539,4,-8.035,1,0.0329,0.602,1.31E-05,0.155,0.319,171.888
Cynthia,If I Had The Chance,2005,0.617,0.918,6,-5.017,0,0.0371,0.00553,0.123,0.203,0.802,130.012
Lauryn Hill,Doo Wop (That Thing),1998,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935
Faith Evans,Love Like This,1998,0.767,0.551,0,-7.328,1,0.0616,0.00364,0,0.0451,0.796,100.904
Britney Spears,...Baby One More Time,1999,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96
JAY-Z,Hard Knock Life (Ghetto Anthem),1998,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993
R.E.M.,Daysleeper,1998,0.322,0.394,0,-9.563,1,0.0345,0.172,2.12E-06,0.0869,0.0883,113.973
A+,Enjoy Yourself,1999,0.716,0.872,11,-6.531,0,0.371,0.0103,0,0.0591,0.749,101.373
Cleopatra,Life Ain't Easy,1998,0.624,0.845,11,-6.705,1,0.0637,0.301,0,0.335,0.546,98.361
Ace Of Base,Whenever You're Near Me,1998,0.626,0.863,0,-4.625,1,0.0362,0.0862,0.000841,0.0793,0.636,97.067
Andrea Martin,Let Me Return The Favor,1998,0.619,0.552,4,-8.927,0,0.167,0.0175,0,0.0465,0.63,174.603
Nicole Renee,Strawberry,1998,0.735,0.662,11,-7.439,0,0.0905,0.251,0,0.314,0.736,89.042
Collin Raye,Someone You Used To Know,1998,0.589,0.369,9,-11.477,1,0.0242,0.123,2.21E-06,0.114,0.295,98.997
Elvis Crespo,Suavemente,2008,0.809,0.883,8,-2.965,1,0.0689,0.238,0.00234,0.0625,0.918,124.096
Shania Twain,From This Moment On,2004,0.46,0.505,9,-5.487,1,0.0266,0.42,0,0.134,0.22,135.757
Brandy,Have You Ever?,1998,0.698,0.533,2,-6.246,1,0.0437,0.542,0,0.333,0.275,134.001
Eagle-Eye Cherry,Save Tonight,1998,0.547,0.693,0,-8.786,1,0.0353,9.24E-05,5.46E-05,0.113,0.583,119.567
Goo Goo Dolls,Iris,1998,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925
Third Eye Blind,Jumper,1997,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00193,0.291,0.624,91.105
Jewel,Hands,1998,0.644,0.495,5,-10.175,0,0.0292,0.423,0.00128,0.082,0.321,127.221
Goo Goo Dolls,Slide,1998,0.395,0.843,8,-4.476,1,0.0374,0.00483,0,0.0404,0.481,112.423
Sheryl Crow,My Favorite Mistake,1998,0.613,0.754,4,-8.191,0,0.0318,0.00594,0.000318,0.33,0.576,104.651
Alanis Morissette,Thank U,1998,0.672,0.616,0,-5.764,1,0.0258,0.379,2.73E-05,0.0887,0.566,92.094
Aaliyah,Are You That Somebody?,2019,0.848,0.663,9,-7.078,0,0.159,0.124,0.0293,0.0737,0.833,137.953
Eve 6,Inside Out,1998,0.483,0.818,11,-7.666,1,0.0444,0.114,0,0.367,0.691,175.668
Will Smith,Miami,1997,0.877,0.534,1,-6.18,1,0.151,0.0339,1.73E-05,0.0441,0.89,108.171
Dru Hill,These Are The Times,1998,0.718,0.477,9,-9.278,0,0.027,0.105,0,0.0964,0.382,109.99
Brooks & Dunn,Husbands And Wives,2009,0.591,0.388,5,-8.069,1,0.0267,0.653,0.000214,0.167,0.122,105.977
Faith Hill,Let Me Let Go,1998,0.592,0.49,6,-8.053,1,0.0241,0.489,0,0.0967,0.29,91.775
2Pac,Changes,1998,0.865,0.665,7,-6.289,1,0.073,0.0453,0,0.224,0.331,111.113
Lenny Kravitz,Fly Away,1998,0.586,0.872,7,-5.066,1,0.0483,0.018,0,0.622,0.729,159.925
New Radicals,You Get What You Give,1998,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967
Alan Jackson,Right On The Money,1998,0.762,0.415,3,-11.262,1,0.0302,0.423,0,0.316,0.567,113.975
George Strait,We Really Shouldn't Be Doing This,2004,0.684,0.814,6,-7.668,1,0.0307,0.331,0.00049,0.357,0.961,146.905
Monica,Angel Of Mine,1998,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23E-05,0.223,0.208,90.16
BlackHawk,There You Have It,1998,0.711,0.667,4,-5.75,1,0.0258,0.218,0,0.354,0.777,113.655
Martina McBride,Wrong Again,2012,0.531,0.554,0,-5.231,1,0.0265,0.215,0,0.101,0.102,141.434
The Offspring,Pretty Fly (For A White Guy),1998,0.723,0.895,11,-3.707,0,0.102,0.088,0,0.0717,0.963,143.373
U2,Sweetest Thing,1987,0.524,0.641,0,-8.967,1,0.0497,0.0437,2.78E-05,0.159,0.482,141.65
Randy Travis,"Spirit Of A Boy, Wisdom Of A Man",1998,0.519,0.398,3,-10.968,1,0.0273,0.608,1.79E-05,0.11,0.247,71.932
OutKast,Rosa Parks,1998,0.792,0.701,6,-7.198,0,0.283,0.104,0,0.761,0.251,103.888
Tim McGraw,For A Little While,2015,0.554,0.815,7,-7.954,1,0.0256,0.133,0,0.0778,0.618,99.333
Jo Dee Messina,Stand Beside Me,1998,0.587,0.72,0,-7.746,1,0.0278,0.179,0,0.0878,0.33,99.916
Reba,Wrong Night,1998,0.532,0.95,9,-4.123,1,0.106,0.103,0,0.315,0.898,156.815
John Michael Montgomery,Hold On To Me,2002,0.488,0.425,10,-9.407,1,0.0262,0.333,0,0.104,0.233,165.06
Everclear,Father Of Mine,1997,0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96E-05,0.0779,0.738,97.096
Everything,Hooch,2006,0.69,0.803,4,-6.549,1,0.0354,0.032,2.01E-05,0.0676,0.602,95.959
Cake,Never There,1998,0.761,0.735,9,-8.171,0,0.043,0.0426,0.0838,0.0917,0.592,125.815
Tim McGraw,Where The Green Grass Grows,1997,0.479,0.698,7,-7.914,1,0.0277,0.198,0,0.126,0.673,159.699
Everlast,What It's Like,1998,0.678,0.556,0,-7.423,1,0.0281,0.0904,0.0334,0.0866,0.405,85.158
The Wilkinsons,Fly (The Angel Song),1998,0.531,0.47,6,-8.004,1,0.0331,0.571,0,0.0688,0.246,170.395
Fastball,Fire Escape,1998,0.576,0.813,6,-5.69,1,0.0297,0.00354,0.143,0.0712,0.857,125.686
Sara Evans,No Place That Far,1998,0.547,0.373,0,-7.336,1,0.0273,0.504,0,0.176,0.182,132.741
Hole,Celebrity Skin,1998,0.438,0.905,9,-6.161,1,0.0419,9.44E-06,5.40E-05,0.363,0.723,134.163
Alabama,How Do You Fall In Love,2006,0.44,0.17,2,-13.266,1,0.0271,0.57,1.28E-05,0.122,0.272,84.565
The Brian Setzer Orchestra,Jump Jive An' Wail,1998,0.638,0.811,8,-5.43,1,0.117,0.0311,0,0.144,0.915,101.154
Wade Hayes,How Do You Sleep At Night,1998,0.709,0.685,6,-6.639,0,0.0251,0.00628,0.000453,0.141,0.465,123.997
Prince,1999,1982,0.866,0.73,5,-8.201,1,0.0767,0.137,0,0.0843,0.625,118.523
R. Kelly,When A Woman's Fed Up,1996,0.682,0.579,2,-6.526,0,0.101,0.467,2.21E-06,0.0952,0.712,76.915
Sugar Ray,Every Morning,1999,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916
matchbox 20,Back 2 Good,1996,0.559,0.504,7,-9.455,1,0.0246,0.106,0,0.13,0.479,89.051
Boyz II Men,I Will Get There,1998,0.551,0.284,1,-13.704,1,0.0287,0.805,0,0.113,0.527,109.831
Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel,1998,0.724,0.535,3,-7.616,0,0.0588,0.0477,0,0.0314,0.664,133.816
Lauryn Hill,Ex-Factor,1998,0.593,0.619,3,-9.003,0,0.0976,0.118,0,0.484,0.668,80.02
TLC,Silly Ho,1999,0.837,0.784,9,-3.874,1,0.0866,0.0387,0.471,0.32,0.836,145.578
Deryl Dodd,A Bitter End,2017,0.595,0.418,9,-8.092,1,0.0308,0.568,1.27E-05,0.116,0.25,138.069
Shae Jones,Talk Show Shhh!,1999,0.884,0.26,10,-7.458,0,0.0558,0.0244,0,0.0688,0.516,121.937
Backstreet Boys,All I Have To Give,1996,0.731,0.574,1,-7.114,1,0.029,0.0644,0,0.0675,0.392,95.995
Gerald Levert,Taking Everything,2010,0.679,0.71,3,-5.395,0,0.0453,0.0887,0,0.107,0.299,113.769
Tyrese,Sweet Lady,1998,0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024
George Strait,Meanwhile,2017,0.518,0.459,7,-6.289,1,0.0283,0.0396,0.00116,0.145,0.165,124.126
Dixie Chicks,You Were Mine,1998,0.542,0.346,9,-6.598,1,0.0296,0.342,0,0.283,0.173,139.856
Kenny Chesney,How Forever Feels,1999,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83E-05,0.279,0.61,124.9
Mariah Carey,I Still Believe,1999,0.604,0.53,7,-7.597,1,0.0332,0.217,0,0.125,0.176,117.941
Alanis Morissette,Unsent,1998,0.392,0.375,2,-8.933,1,0.034,0.389,0,0.075,0.103,177.484
Shania Twain,That Don't Impress Me Much,1999,0.743,0.873,10,-4.943,0,0.0507,0.14,0,0.142,0.965,125.005
Billy Ray Cyrus,Busy Man,1998,0.6,0.568,7,-9.867,1,0.0388,0.106,0,0.238,0.475,163.887
Trisha Yearwood,Powerful Thing,2007,0.614,0.868,2,-3.97,1,0.0459,0.413,0,0.0366,0.956,147.978
Jennifer Love Hewitt,How Do I Deal,1998,0.596,0.831,5,-6.319,1,0.112,0.017,0,0.0766,0.322,94.846
TLC,No Scrubs,1999,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
Juvenile,Ha,1998,0.865,0.841,7,-5.381,1,0.225,0.022,0,0.0714,0.674,91.982
Sixpence None The Richer,Kiss Me,1997,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76E-06,0.0692,0.421,99.982
Brooks & Dunn,I Can't Get Over You,2004,0.618,0.75,0,-3.523,1,0.0241,0.0228,0.00101,0.0634,0.338,98.206
Alabama,Keepin' Up,2005,0.677,0.756,4,-7.063,1,0.0245,0.0272,0,0.0981,0.805,133.921
Chad Brock,Ordinary Life,1998,0.539,0.395,3,-9.289,1,0.0285,0.491,0,0.114,0.196,125.057
Vengaboys,We Like To Party!,2000,0.785,0.905,8,-7.929,1,0.0449,0.00803,0.859,0.046,0.969,136.018
DMX,Ruff Ryders' Anthem,1998,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02E-06,0.201,0.74,90.991
Foxy Brown,Hot Spot,1999,0.895,0.768,10,-6.798,0,0.308,0.000687,4.58E-05,0.0413,0.622,92.943
Joey McIntyre,Stay The Same,1999,0.629,0.553,2,-5.773,1,0.0297,0.0249,0,0.141,0.285,130.115
Silk,If You (Lovin' Me),2004,0.623,0.442,9,-10.365,0,0.0345,0.182,0,0.0699,0.335,99.181
Savage Garden,The Animal Song,1999,0.652,0.669,6,-7.663,1,0.037,0.0639,3.83E-06,0.0671,0.834,116.088
Elton John & LeAnn Rimes,Written In The Stars,1999,0.609,0.58,0,-7.587,1,0.0321,0.737,0,0.116,0.379,121.823
Eminem,My Name Is,1999,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12E-06,0.0914,0.815,85.519
Sawyer Brown,Drive Me Wild,1999,0.651,0.708,2,-7.793,1,0.0258,0.159,0,0.162,0.95,128.829
Mark Wills,Wish You Were Here,1998,0.516,0.397,5,-10.278,1,0.0274,0.2,0,0.12,0.236,138.075
Alan Jackson,Gone Crazy,1990,0.538,0.34,5,-12.064,1,0.0244,0.43,5.82E-05,0.0936,0.165,76.344
Fatboy Slim,Praise You,2006,0.621,0.885,1,-6.826,1,0.0473,0.0418,0.492,0.133,0.554,109.727
Faith Hill,Love Ain't Like That,1998,0.458,0.52,2,-8.474,1,0.0266,0.285,0,0.466,0.407,147.579
Orgy,Blue Monday,1998,0.589,0.696,8,-8.109,1,0.034,8.65E-05,3.43E-05,0.0779,0.938,129.833
Collective Soul,Run,2006,0.552,0.727,11,-7.015,1,0.0242,0.0275,0.00121,0.0796,0.653,95.989
Collin Raye,Anyone Else,1998,0.623,0.646,5,-9.888,1,0.0316,0.035,0,0.0736,0.492,121.301
Collective Soul,Heavy,2006,0.535,0.854,1,-6.519,1,0.0368,0.000919,0.00149,0.0676,0.618,106.929
Better Than Ezra,At The Stars,1998,0.377,0.874,6,-5.253,0,0.041,0.000444,0.000178,0.36,0.537,79.915
Nas,Nas Is Like,1999,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29E-06,0.0598,0.929,94
Mya,My First Night With You,1998,0.627,0.422,8,-8.37,1,0.03,0.547,0.00104,0.128,0.174,138.898
Ty Herndon,Hands Of A Working Man,1998,0.607,0.628,0,-7.161,1,0.0283,0.0697,0,0.322,0.353,89.284
K-Ci & JoJo,Life,1997,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91E-06,0.0588,0.181,128.038
Shanice,When I Close My Eyes,1999,0.682,0.555,6,-6.349,1,0.0319,0.0225,0,0.0754,0.511,83.332
Tim McGraw,Please Remember Me,2010,0.465,0.54,1,-7.097,1,0.0277,0.177,2.82E-06,0.106,0.234,75.88
Ricky Martin,Livin' La Vida Loca,1999,0.425,0.954,1,-3.756,0,0.0476,0.00411,0,0.0555,0.933,178.043
Andy Griggs,You Won't Ever Be Lonely,1999,0.471,0.617,8,-8.394,1,0.038,0.0522,0,0.229,0.491,182.323
Montgomery Gentry,Hillbilly Shoes,1999,0.655,0.837,7,-6.072,1,0.0355,0.0332,0.00223,0.111,0.708,115.938
Maxwell,Fortunate,1999,0.738,0.357,10,-9.081,0,0.0593,0.116,1.51E-06,0.26,0.34,126.143
Steve Wariner,Two Teardrops,1999,0.747,0.367,5,-8.825,1,0.0307,0.675,0,0.131,0.49,121.447
Garbage,Special,1998,0.443,0.944,0,-3.71,0,0.0377,8.79E-05,0.000542,0.369,0.573,131.828
Blaque,808,1999,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18E-06,0.0887,0.367,121.66
Terri Clark,Everytime I Cry,2004,0.649,0.747,3,-4.695,1,0.03,0.0979,0,0.294,0.525,116.4
Sheryl Crow,Anything But Down,1998,0.626,0.766,4,-6.486,0,0.0331,0.0184,4.21E-06,0.108,0.561,121.23
Jewel,Down So Long,1998,0.611,0.55,9,-8.611,0,0.0436,0.306,0.00659,0.112,0.622,78.501
Five,Slam Dunk,1998,0.721,0.923,2,-3.986,1,0.0444,0.023,0.0023,0.206,0.861,100.044
Total,Sitting Home,1998,0.552,0.672,10,-9.772,0,0.0888,0.371,0.0159,0.0671,0.63,126.791
The Offspring,Why Don't You Get A Job?,1998,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.30E-06,0.281,0.544,107.932
Ja Rule,Holla Holla,1999,0.883,0.622,11,-7.968,1,0.35,0.0266,0,0.0869,0.499,92.969
Shania Twain,Man! I Feel Like A Woman!,1997,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882
Dave Hollister,My Favorite Girl,1999,0.655,0.662,8,-4.733,0,0.0537,0.434,0,0.152,0.613,120
702,Where My Girls At?,1999,0.704,0.725,4,-7.435,1,0.0505,0.0348,0.0163,0.194,0.761,92.183
Backstreet Boys,I Want It That Way,2001,0.689,0.702,6,-5.642,0,0.0261,0.216,0,0.159,0.484,99.031
Brandy,Almost Doesn't Count,1998,0.682,0.543,0,-7.063,0,0.0454,0.494,0,0.158,0.478,71.582
George Strait,Write This Down,1999,0.729,0.688,3,-7.468,1,0.0264,0.127,9.44E-06,0.295,0.671,123.867
Martina McBride,Whatever You Say,2012,0.456,0.649,8,-6.157,1,0.0265,0.0323,4.02E-06,0.0461,0.0763,152.957
Jennifer Lopez,If You Had My Love,1999,0.68,0.625,11,-7,0,0.0353,0.0645,5.81E-05,0.109,0.814,94.02
Lit,My Own Worst Enemy,1999,0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408
Smash Mouth,All Star,1999,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019
Dixie Chicks,Tonight The Heartache's On Me,1998,0.681,0.731,5,-4.64,1,0.0289,0.192,0,0.356,0.82,120.736
Randy Travis,Stranger In My Mirror,1998,0.705,0.7,8,-5.626,1,0.0318,0.617,0,0.155,0.89,139.818
